farm_id,region,crop_type,soilMoisture,soil_pH,temperature,rain,humidity,sunlight_hours,irrigation_type,fertilizer_type,pesticide_usage_ml,sowing_date,harvest_date,total_days,yield_kg_per_hectare,sensor_id,timestamp,latitude,longitude,NDVI_index,crop_disease_status,co2,light,irrigation_needed
FARM0456,South India,Soybean,26.96,6.98,30.88,137.08,86.95,9.65,,Mixed,43.57,2024-01-24,2024-05-17,114,3175.45,SENS0456,2024-02-17,27.798549,87.397174,0.83,,333.47140644735623,721.0457143681605,0
FARM0457,South India,Cotton,37.89,6.1,28.46,187.19,83.74,5.01,,Organic,26.7,2024-03-08,2024-06-21,105,2846.56,SENS0457,2024-06-12,33.605247,83.99818,0.36,,400.07188924311214,755.8782787737109,0
FARM0458,South India,Maize,41.59,7.03,19.41,114.41,63.82,9.39,Drip,Mixed,11.11,2024-03-21,2024-08-04,136,3967.84,SENS0458,2024-06-14,31.798515,88.635599,0.76,,438.17679531016455,451.7764296840862,0
FARM0459,Central USA,Cotton,41.86,6.99,29.5,213.48,79.25,9.8,,Organic,15.06,2024-01-10,2024-04-14,95,2445.53,SENS0459,2024-02-22,28.51453,88.744213,0.75,,439.42716117836187,230.37348336144447,0
FARM0460,East Africa,Maize,14.46,6.13,22.6,234.23,55.54,7.54,Sprinkler,Inorganic,49.09,2024-02-25,2024-06-17,113,5190.07,SENS0460,2024-06-05,13.157684,83.274856,0.65,,429.7277913537631,223.63510021569164,0
FARM0461,South USA,Wheat,28.84,6.42,17.89,285.72,81.86,7.0,,Organic,32.07,2024-01-24,2024-06-04,132,5396.51,SENS0461,2024-02-01,24.972008,76.177829,0.89,,355.05764269037206,544.3699196414063,0
FARM0462,Central USA,Soybean,26.74,7.16,24.9,226.04,58.84,9.89,Manual,Organic,42.25,2024-01-28,2024-06-12,136,5737.73,SENS0462,2024-03-25,27.510185,71.051326,0.82,Mild,331.2413137373244,435.7370653359074,0
FARM0463,South USA,Cotton,20.47,7.13,33.25,89.8,41.08,6.35,,Mixed,26.3,2024-02-25,2024-06-19,115,3564.25,SENS0463,2024-05-02,28.168865,75.647282,0.85,Severe,427.18806536534214,217.19145654659272,0
FARM0464,North India,Rice,21.32,7.08,32.32,63.53,86.73,5.82,Sprinkler,Mixed,11.19,2024-03-16,2024-07-02,108,5588.87,SENS0464,2024-04-11,15.453412,84.96765,0.74,,419.86042322788757,549.951435387534,0
FARM0465,Central USA,Soybean,13.57,7.07,32.17,144.14,89.14,8.08,Sprinkler,Organic,9.32,2024-02-06,2024-07-05,150,2209.89,SENS0465,2024-06-16,26.252445,81.867848,0.88,Severe,335.8712020578482,206.7815219534135,0
FARM0466,South India,Wheat,14.16,6.29,21.05,199.04,48.62,8.47,Drip,Inorganic,43.92,2024-03-13,2024-06-28,107,4529.33,SENS0466,2024-05-08,19.183076,72.400008,0.35,Severe,441.0278291141127,672.4231748895638,0
FARM0467,East Africa,Rice,10.81,6.65,26.45,118.43,77.27,8.77,Sprinkler,Inorganic,26.79,2024-03-23,2024-07-18,117,3193.45,SENS0467,2024-04-08,12.486031,71.269966,0.85,Mild,391.0343983467313,383.859693622023,0
FARM0468,South USA,Wheat,23.78,7.13,30.67,182.52,43.2,9.02,Drip,Organic,48.46,2024-01-06,2024-05-30,145,4396.41,SENS0468,2024-02-21,10.1331,78.944658,0.49,,433.5521183206306,224.15480180553925,0
FARM0469,South India,Soybean,17.22,5.82,26.25,262.86,41.75,9.88,Manual,Inorganic,48.48,2024-01-14,2024-06-12,150,4632.64,SENS0469,2024-03-17,17.514999,88.924292,0.61,Moderate,467.47341595403014,553.0113325898919,0
FARM0470,East Africa,Cotton,14.89,6.48,21.26,277.7,89.84,7.64,Sprinkler,Mixed,9.46,2024-01-08,2024-04-09,92,2752.29,SENS0470,2024-02-15,31.402129,74.304259,0.38,Mild,333.9456857153846,438.6106486598328,0
FARM0471,East Africa,Maize,19.71,6.96,23.44,187.46,53.03,7.9,Sprinkler,Inorganic,25.52,2024-02-22,2024-06-18,117,5760.8,SENS0471,2024-03-11,23.397608,71.411161,0.74,Mild,303.8289735993673,784.2802480142897,0
FARM0472,Central USA,Soybean,33.01,7.14,27.1,154.92,47.67,9.95,,Inorganic,6.17,2024-03-08,2024-06-10,94,3080.5,SENS0472,2024-05-15,12.749753,80.967376,0.34,,455.82051727915734,526.5191975022212,0
FARM0473,Central USA,Maize,37.23,5.79,30.96,118.41,44.9,9.88,Sprinkler,Inorganic,47.83,2024-01-06,2024-05-08,123,4913.31,SENS0473,2024-02-14,24.720676,86.135963,0.36,Moderate,421.9394850305232,365.143508622205,0
FARM0474,East Africa,Maize,29.3,6.71,32.93,92.69,87.33,6.34,Manual,Mixed,35.5,2024-03-18,2024-07-24,128,5528.08,SENS0474,2024-06-29,21.921547,72.551444,0.31,Mild,439.92791392442433,625.6633187803849,0
FARM0475,South India,Rice,23.26,6.97,16.06,231.35,88.72,8.25,Sprinkler,Mixed,32.39,2024-03-15,2024-06-24,101,3755.84,SENS0475,2024-04-29,29.961722,80.044585,0.47,Severe,467.6309949977285,362.8952015256268,0
FARM0476,East Africa,Rice,20.68,7.22,33.95,151.63,55.64,4.54,Drip,Organic,37.85,2024-01-06,2024-05-11,126,2229.65,SENS0476,2024-04-10,17.146272,88.59178,0.79,,460.5621869649001,742.545974844539,0
FARM0477,South USA,Soybean,42.64,5.77,24.96,221.28,73.84,7.19,Drip,Inorganic,5.63,2024-01-27,2024-06-12,137,2029.16,SENS0477,2024-05-14,27.564793,84.993359,0.45,,492.1840293857649,424.83318230442586,0
FARM0478,East Africa,Cotton,43.76,6.85,32.64,180.88,51.25,4.45,Sprinkler,Mixed,20.9,2024-01-14,2024-05-14,121,3516.38,SENS0478,2024-03-01,34.24321,76.759172,0.71,,407.1870157704236,529.9211376657231,0
FARM0479,Central USA,Maize,26.91,6.03,15.04,207.79,59.68,9.54,Drip,Inorganic,45.16,2024-02-02,2024-05-24,112,2023.56,SENS0479,2024-03-31,18.213795,77.077855,0.3,Mild,397.69912653198105,230.3438622945373,0
FARM0480,South USA,Maize,10.31,6.36,18.95,182.27,84.93,6.46,,Organic,12.0,2024-03-09,2024-06-21,104,3882.79,SENS0480,2024-04-25,17.482124,78.566829,0.41,Moderate,380.377439978146,455.67274277133845,0
FARM0481,North India,Cotton,32.97,6.38,17.8,236.77,40.29,9.3,Sprinkler,Organic,13.53,2024-01-05,2024-04-29,115,3684.22,SENS0481,2024-02-16,32.524945,73.20625,0.42,Severe,330.7382085688409,699.418123796597,0
FARM0482,Central USA,Wheat,24.74,6.6,31.0,228.58,56.24,8.59,,Mixed,37.67,2024-03-27,2024-08-16,142,3555.39,SENS0482,2024-04-24,33.941965,85.854259,0.38,Moderate,414.5214465764045,683.3892832180052,0
FARM0483,East Africa,Wheat,36.86,5.97,28.57,135.54,88.82,8.42,,Inorganic,18.03,2024-02-03,2024-06-20,138,3715.81,SENS0483,2024-03-13,28.231214,73.737205,0.47,,355.40250486519574,334.59113531211574,0
FARM0484,Central USA,Rice,33.32,6.36,24.48,245.68,45.15,8.38,Sprinkler,Organic,49.66,2024-03-21,2024-07-29,130,2594.9,SENS0484,2024-04-20,13.307395,70.767329,0.89,Mild,484.2615024425951,335.6474426063376,0
FARM0485,South USA,Wheat,31.58,5.68,16.02,151.82,55.32,7.8,Sprinkler,Organic,20.13,2024-02-02,2024-06-03,122,3708.29,SENS0485,2024-02-08,17.60725,75.384922,0.47,Moderate,416.6381608554195,690.3831873279421,0
FARM0486,South USA,Rice,21.19,5.6,15.82,63.03,77.24,5.27,,Inorganic,45.88,2024-01-14,2024-04-24,101,3009.05,SENS0486,2024-03-16,19.089531,76.087134,0.36,,418.56803610162206,758.2390521015953,0
FARM0487,East Africa,Rice,21.59,6.98,22.23,244.7,66.44,6.23,Manual,Organic,31.29,2024-01-04,2024-04-11,98,4518.23,SENS0487,2024-03-21,13.008859,81.731229,0.85,Mild,370.98493217540204,257.21655276380216,0
FARM0488,South India,Cotton,42.39,5.65,25.93,135.72,76.27,9.94,Sprinkler,Mixed,37.43,2024-01-05,2024-04-16,102,3672.85,SENS0488,2024-04-05,16.313138,87.541507,0.81,Moderate,310.3978703955415,470.0351836557352,0
FARM0489,Central USA,Cotton,32.05,5.73,23.72,170.71,66.19,9.71,Drip,Organic,31.96,2024-03-05,2024-06-21,108,2181.78,SENS0489,2024-05-16,11.519835,89.44948,0.41,Severe,306.3487530745977,402.4725673785374,0
FARM0490,South USA,Soybean,40.46,7.44,18.31,237.68,59.21,8.68,,Mixed,17.22,2024-01-01,2024-04-10,100,4287.59,SENS0490,2024-03-16,27.418044,87.5831,0.77,Severe,384.6670288306395,722.4130732744636,0
FARM0491,East Africa,Soybean,19.06,7.2,20.93,117.13,45.96,5.34,Sprinkler,Inorganic,6.76,2024-01-09,2024-06-06,149,2531.89,SENS0491,2024-01-22,26.060328,74.980161,0.79,,316.91307561944757,250.11494880801126,0
FARM0492,North India,Maize,32.14,7.44,21.49,286.61,84.2,5.58,Sprinkler,Inorganic,45.43,2024-02-11,2024-05-14,93,4503.82,SENS0492,2024-02-12,30.598295,74.385592,0.88,Mild,421.3693911080278,326.67556553482245,0
FARM0493,Central USA,Wheat,28.81,7.46,30.56,245.13,45.32,8.47,,Mixed,16.58,2024-03-21,2024-07-27,128,4203.51,SENS0493,2024-07-12,15.515976,75.37587,0.65,Severe,476.1946011279315,651.4810025518966,0
FARM0494,South India,Cotton,18.11,6.95,22.37,275.54,44.68,5.09,Sprinkler,Organic,13.5,2024-02-24,2024-06-04,101,4590.26,SENS0494,2024-02-26,17.754006,87.705061,0.79,Mild,476.58296330374446,230.77630938872935,0
FARM0495,North India,Rice,12.52,5.99,33.18,292.6,45.01,7.16,Drip,Mixed,9.49,2024-02-01,2024-05-08,97,5306.25,SENS0495,2024-05-08,30.762928,88.693555,0.38,,431.8090820264465,495.5212284285736,0
FARM0496,Central USA,Rice,42.85,6.7,30.85,52.35,79.58,7.25,Manual,Mixed,8.82,2024-01-16,2024-06-02,138,4251.4,SENS0496,2024-05-08,30.386623,76.1477,0.59,Mild,342.2463662945862,465.26422080783203,0
FARM0497,North India,Soybean,34.22,6.75,17.46,256.23,45.14,5.78,,Organic,5.05,2024-01-01,2024-04-14,104,3708.54,SENS0497,2024-01-19,18.832748,75.736924,0.85,Severe,472.59936627177444,400.64070739324916,0
FARM0498,North India,Cotton,15.93,5.72,17.03,288.96,57.87,7.69,Drip,Inorganic,46.55,2024-01-02,2024-05-09,128,2604.41,SENS0498,2024-04-20,23.262016,81.99223,0.71,Mild,477.2186870626416,436.74338919135425,0
FARM0499,Central USA,Soybean,38.61,6.2,17.08,279.06,73.09,9.6,Drip,Organic,43.78,2024-01-25,2024-06-04,131,2586.36,SENS0499,2024-03-02,19.764989,84.426869,0.77,Severe,339.3307169905917,517.9643521581397,0
FARM0500,North India,Wheat,30.22,7.42,20.57,72.61,89.74,5.09,,Inorganic,19.37,2024-02-16,2024-06-29,134,5891.4,SENS0500,2024-05-11,13.455532,88.880605,0.85,Severe,447.48521715413546,296.82041503302986,0
